ROC_AUC_scores	F1-score	Average_precision_score
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6066666666666667	0.28571428571428575	0.15476190476190477
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6466666666666666	0.4	0.23809523809523808
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.7333333333333333	0.4	0.2261904761904762
0.6466666666666666	0.4	0.23809523809523808
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.33999999999999997	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.4	0.0	0.10714285714285714
0.6266666666666666	0.3333333333333333	0.18253968253968256
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6466666666666666	0.4	0.23809523809523808
0.48	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6466666666666666	0.4	0.23809523809523808
0.5266666666666666	0.18181818181818182	0.11309523809523811
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6466666666666666	0.4	0.23809523809523808
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.6666666666666666	0.5	0.40476190476190477
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.6466666666666666	0.4	0.23809523809523808
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6666666666666666	0.5	0.40476190476190477
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.4	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.7933333333333332	0.5714285714285715	0.369047619047619
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.6066666666666667	0.28571428571428575	0.15476190476190477
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.6066666666666667	0.28571428571428575	0.15476190476190477
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.46	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.6266666666666666	0.3333333333333333	0.18253968253968256
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.38	0.0	0.10714285714285714
0.5466666666666666	0.2	0.11904761904761905
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.48	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
0.5	0.0	0.10714285714285714
